ticker,ticker_yahoo,exchange,name
ARRY,ARRY,NASDAQ,"Array Technologies, Inc. - Common Stock"
ARTL,ARTL,NASDAQ,"Artelo Biosciences, Inc. - Common Stock"
ARTNA,ARTNA,NASDAQ,Artesian Resources Corporation - Class A Non-Voting Common Stock
ARTV,ARTV,NASDAQ,"Artiva Biotherapeutics, Inc. - Common Stock"
ARTW,ARTW,NASDAQ,"Art's-Way Manufacturing Co., Inc. - Common Stock"
ARVN,ARVN,NASDAQ,"Arvinas, Inc. - Common Stock"
ARVR,ARVR,NASDAQ,First Trust Indxx Metaverse ETF
ARWR,ARWR,NASDAQ,"Arrowhead Pharmaceuticals, Inc. - Common Stock"
ASBP,ASBP,NASDAQ,"Aspire Biopharma Holdings, Inc.  - Common Stock"
ASBPW,ASBPW,NASDAQ,"Aspire Biopharma Holdings, Inc.  - Warrant"
ASCI,ASCI,NASDAQ,abrdn International Small Cap Active ETF
ASLE,ASLE,NASDAQ,AerSale Corporation - Common Stock
ASMB,ASMB,NASDAQ,"Assembly Biosciences, Inc. - Common Stock"
ASMG,ASMG,NASDAQ,Leverage Shares 2X Long ASML Daily ETF
ASML,ASML,NASDAQ,ASML Holding N.V. - New York Registry Shares
ASND,ASND,NASDAQ,Ascendis Pharma A/S - American Depositary Shares
ASNS,ASNS,NASDAQ,"Actelis Networks, Inc. - Common Stock"
ASO,ASO,NASDAQ,"Academy Sports and Outdoors, Inc. - Common Stock"
ASPC,ASPC,NASDAQ,A SPAC III Acquisition Corp. - Class A Ordinary Shares
ASPCR,ASPCR,NASDAQ,A SPAC III Acquisition Corp. - Right
ASPCU,ASPCU,NASDAQ,A SPAC III Acquisition Corp. - Unit
ASPI,ASPI,NASDAQ,ASP Isotopes Inc. - Common Stock
ASPS,ASPS,NASDAQ,Altisource Portfolio Solutions S.A. - Common Stock
ASPSW,ASPSW,NASDAQ,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants
ASPSZ,ASPSZ,NASDAQ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants
ASRT,ASRT,NASDAQ,"Assertio Holdings, Inc. - Common Stock"
ASRV,ASRV,NASDAQ,AmeriServ Financial Inc. - Common Stock
ASST,ASST,NASDAQ,"Strive, Inc. - Class A Common Stock"
ASTC,ASTC,NASDAQ,Astrotech Corporation - Common Stock
ASTE,ASTE,NASDAQ,"Astec Industries, Inc. - Common Stock"
ASTH,ASTH,NASDAQ,Astrana Health Inc. - Common Stock
ASTI,ASTI,NASDAQ,"Ascent Solar Technologies, Inc - Common Stock"
ASTL,ASTL,NASDAQ,Algoma Steel Group Inc. - Common Shares
ASTLW,ASTLW,NASDAQ,Algoma Steel Group Inc. - Warrant
ASTS,ASTS,NASDAQ,"AST SpaceMobile, Inc. - Class A Common Stock"
ASUR,ASUR,NASDAQ,Asure Software Inc - Common Stock
ASYS,ASYS,NASDAQ,"Amtech Systems, Inc. - Common Stock"
ATAI,ATAI,NASDAQ,Atai Beckley N.V - Common Shares
ATAT,ATAT,NASDAQ,Atour Lifestyle Holdings Limited - American Depositary Shares
ATEC,ATEC,NASDAQ,"Alphatec Holdings, Inc. - Common Stock"
ATER,ATER,NASDAQ,"Aterian, Inc. - Common Stock"
ATEX,ATEX,NASDAQ,Anterix Inc. - Common Stock
ATGL,ATGL,NASDAQ,Alpha Technology Group Limited - Class A Ordinary Shares
ATHA,ATHA,NASDAQ,"Athira Pharma, Inc. - Common Stock"
ATHE,ATHE,NASDAQ,Alterity Therapeutics Limited - American Depositary Shares
ATHR,ATHR,NASDAQ,"Aether Holdings, Inc. - Common Stock"
ATII,ATII,NASDAQ,Archimedes Tech SPAC Partners II Co. - Ordinary Shares
ATIIU,ATIIU,NASDAQ,Archimedes Tech SPAC Partners II Co. - Unit
ATIIW,ATIIW,NASDAQ,Archimedes Tech SPAC Partners II Co. - Warrant
ATLC,ATLC,NASDAQ,Atlanticus Holdings Corporation - Common Stock
ATLCL,ATLCL,NASDAQ,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026
ATLCP,ATLCP,NASDAQ,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share"
ATLCZ,ATLCZ,NASDAQ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029
ATLN,ATLN,NASDAQ,Atlantic International Corp. - Common Stock
ATLO,ATLO,NASDAQ,Ames National Corporation - Common Stock
ATLX,ATLX,NASDAQ,Atlas Lithium Corporation - Common Stock
ATMC,ATMC,NASDAQ,AlphaTime Acquisition Corp - Ordinary Shares
ATMCR,ATMCR,NASDAQ,AlphaTime Acquisition Corp - Right
ATMCU,ATMCU,NASDAQ,AlphaTime Acquisition Corp - Unit
ATMCW,ATMCW,NASDAQ,AlphaTime Acquisition Corp - Warrant
ATNI,ATNI,NASDAQ,"ATN International, Inc. - Common Stock"
ATOM,ATOM,NASDAQ,Atomera Incorporated - Common Stock
ATON,ATON,NASDAQ,AlphaTON Capital Corp. - Common Stock
ATOS,ATOS,NASDAQ,"Atossa Therapeutics, Inc. - Common Stock"
ATPC,ATPC,NASDAQ,Agape ATP Corporation - Common Stock
ATRA,ATRA,NASDAQ,"Atara Biotherapeutics, Inc. - Common Stock"
ATRC,ATRC,NASDAQ,"AtriCure, Inc. - Common Stock"
ATRO,ATRO,NASDAQ,Astronics Corporation - Common Stock
ATXG,ATXG,NASDAQ,Addentax Group Corp. - Common Stock
ATXS,ATXS,NASDAQ,"Astria Therapeutics, Inc. - Common Stock"
ATYR,ATYR,NASDAQ,"aTyr Pharma, Inc. - Common Stock"
AUBN,AUBN,NASDAQ,"Auburn National Bancorporation, Inc. - Common Stock"
AUDC,AUDC,NASDAQ,AudioCodes Ltd. - Ordinary Shares
AUGO,AUGO,NASDAQ,Aura Minerals Inc. - Common Shares
AUID,AUID,NASDAQ,authID Inc. - Common Stock
AUMI,AUMI,NASDAQ,Themes Gold Miners ETF
AUPH,AUPH,NASDAQ,Aurinia Pharmaceuticals Inc - Common Shares
AUR,AUR,NASDAQ,"Aurora Innovation, Inc.  - Class A Common Stock"
AURA,AURA,NASDAQ,"Aura Biosciences, Inc. - Common Stock"
AURE,AURE,NASDAQ,Aurelion Inc.  - Class A Ordinary Shares
AUROW,AUROW,NASDAQ,"Aurora Innovation, Inc.  - Warrant"
AUTL,AUTL,NASDAQ,Autolus Therapeutics plc - American Depositary Shares
AUUD,AUUD,NASDAQ,Auddia Inc. - Common Stock
AUUDW,AUUDW,NASDAQ,Auddia Inc. - Warrants
AVAH,AVAH,NASDAQ,Aveanna Healthcare Holdings Inc. - Common Stock
AVAV,AVAV,NASDAQ,"AeroVironment, Inc. - Common Stock"
AVBH,AVBH,NASDAQ,"Avidbank Holdings, Inc. - Common Stock"
AVBP,AVBP,NASDAQ,"ArriVent BioPharma, Inc. - Common Stock"
AVDL,AVDL,NASDAQ,Avadel Pharmaceuticals plc - Ordinary Share
AVGB,AVGB,NASDAQ,Avantis Credit ETF
AVGG,AVGG,NASDAQ,Leverage Shares 2X Long AVGO Daily ETF
AVGO,AVGO,NASDAQ,Broadcom Inc. - Common Stock
AVGU,AVGU,NASDAQ,GraniteShares 2x Long AVGO Daily ETF
AVGX,AVGX,NASDAQ,Defiance Daily Target 2X Long AVGO ETF
AVIR,AVIR,NASDAQ,"Atea Pharmaceuticals, Inc. - common stock"
AVL,AVL,NASDAQ,Direxion Daily AVGO Bull 2X Shares
AVNW,AVNW,NASDAQ,"Aviat Networks, Inc. - Common Stock"
AVO,AVO,NASDAQ,"Mission Produce, Inc. - Common Stock"
AVPT,AVPT,NASDAQ,"AvePoint, Inc. - Class A Common Stock"
AVR,AVR,NASDAQ,Anteris Technologies Global Corp. - Common Stock
AVS,AVS,NASDAQ,Direxion Daily AVGO Bear 1X Shares
AVT,AVT,NASDAQ,"Avnet, Inc. - Common Stock"
AVTX,AVTX,NASDAQ,"Avalo Therapeutics, Inc. - Common Stock"
AVUQ,AVUQ,NASDAQ,Avantis U.S. Quality ETF
AVX,AVX,NASDAQ,Avax One Technology Ltd. - Common Shares
AVXC,AVXC,NASDAQ,Avantis Emerging Markets ex-China Equity ETF
AVXL,AVXL,NASDAQ,Anavex Life Sciences Corp. - Common Stock
AVXX,AVXX,NASDAQ,Defiance Daily Target 2x Long AVAV ETF
AWRE,AWRE,NASDAQ,"Aware, Inc. - Common Stock"
AXG,AXG,NASDAQ,Solowin Holdings - Class A Ordinary Share
AXGN,AXGN,NASDAQ,"Axogen, Inc. - Common Stock"
AXIN,AXIN,NASDAQ,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares
AXINR,AXINR,NASDAQ,Axiom Intelligence Acquisition Corp 1 - Right
AXINU,AXINU,NASDAQ,Axiom Intelligence Acquisition Corp 1 - Units
AXON,AXON,NASDAQ,"Axon Enterprise, Inc. - Common Stock"
AXSM,AXSM,NASDAQ,"Axsome Therapeutics, Inc. - Common Stock"
AXTI,AXTI,NASDAQ,AXT Inc - Common Stock
AYTU,AYTU,NASDAQ,"Aytu BioPharma, Inc.  - Common Stock"
AZ,AZ,NASDAQ,A2Z Cust2Mate Solutions Corp. - Common Shares
AZI,AZI,NASDAQ,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares
AZN,AZN,NASDAQ,AstraZeneca PLC - American Depositary Shares
AZTA,AZTA,NASDAQ,"Azenta, Inc. - Common Stock"
AZYY,AZYY,NASDAQ,GraniteShares YieldBoost AMZN ETF
BABX,BABX,NASDAQ,GraniteShares 2x Long BABA Daily ETF
BACC,BACC,NASDAQ,Blue Acquisition Corp. - Class A Ordinary Shares
BACCR,BACCR,NASDAQ,Blue Acquisition Corp. - Right
BACCU,BACCU,NASDAQ,Blue Acquisition Corp. - Unit
BACQ,BACQ,NASDAQ,Inflection Point Acquisition Corp. IV - Class A Ordinary Shares
BACQR,BACQR,NASDAQ,Inflection Point Acquisition Corp. IV - Right
BACQU,BACQU,NASDAQ,Inflection Point Acquisition Corp. IV - Unit
BAER,BAER,NASDAQ,"Bridger Aerospace Group Holdings, Inc. - Common Stock"
BAERW,BAERW,NASDAQ,"Bridger Aerospace Group Holdings, Inc. - Warrant"
BAFE,BAFE,NASDAQ,Brown Advisory Flexible Equity ETF
BAFN,BAFN,NASDAQ,BayFirst Financial Corp. - Common Stock
BAIG,BAIG,NASDAQ,Leverage Shares 2X Long BBAI Daily ETF
BALQ,BALQ,NASDAQ,iShares Nasdaq Premium Income Active ETF
BAND,BAND,NASDAQ,Bandwidth Inc. - Class A Common Stock
BANF,BANF,NASDAQ,BancFirst Corporation - Common Stock
BANFP,BANFP,NASDAQ,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities
BANL,BANL,NASDAQ,CBL International Limited - Ordinary Shares
BANR,BANR,NASDAQ,Banner Corporation - Common Stock
BANX,BANX,NASDAQ,ArrowMark Financial Corp. - Closed End Fund
BAOS,BAOS,NASDAQ,Baosheng Media Group Holdings Limited - Ordinary shares
BASG,BASG,NASDAQ,Brown Advisory Sustainable Growth ETF
BASV,BASV,NASDAQ,Brown Advisory Sustainable Value ETF
BATRA,BATRA,NASDAQ,"Atlanta Braves Holdings, Inc. - Series A Common Stock"
BATRK,BATRK,NASDAQ,"Atlanta Braves Holdings, Inc. - Series C Common Stock"
BAYA,BAYA,NASDAQ,Bayview Acquisition Corp - Ordinary Share
BAYAR,BAYAR,NASDAQ,Bayview Acquisition Corp - Right
BAYAU,BAYAU,NASDAQ,Bayview Acquisition Corp - Unit
BBB,BBB,NASDAQ,CYBER HORNET S&P 500 and Bitcoin 75/25 Strategy ETF
BBCP,BBCP,NASDAQ,"Concrete Pumping Holdings, Inc.  - Common Stock"
BBGI,BBGI,NASDAQ,"Beasley Broadcast Group, Inc. - Class A Common Stock"
BBH,BBH,NASDAQ,VanEck Biotech ETF
BBIO,BBIO,NASDAQ,"BridgeBio Pharma, Inc. - Common Stock"
BBLG,BBLG,NASDAQ,Bone Biologics Corp - Common Stock
BBLGW,BBLGW,NASDAQ,Bone Biologics Corp - warrants
BBNX,BBNX,NASDAQ,"Beta Bionics, Inc. - Common Stock"
BBOT,BBOT,NASDAQ,"BridgeBio Oncology Therapeutics, Inc. - Common Stock"
BBSI,BBSI,NASDAQ,"Barrett Business Services, Inc. - Common Stock"
BBYY,BBYY,NASDAQ,GraniteShares YieldBOOST BABA ETF
BCAB,BCAB,NASDAQ,"BioAtla, Inc. - Common Stock"
BCAL,BCAL,NASDAQ,California BanCorp - Common Stock
BCAR,BCAR,NASDAQ,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares
BCARU,BCARU,NASDAQ,D. Boral ARC Acquisition I Corp. - Units
BCARW,BCARW,NASDAQ,D. Boral ARC Acquisition I Corp. - Warrant
BCAX,BCAX,NASDAQ,Bicara Therapeutics Inc. - Common Stock
BCBP,BCBP,NASDAQ,"BCB Bancorp, Inc. (NJ) - Common Stock"
BCDA,BCDA,NASDAQ,"BioCardia, Inc. - Common Stock"
BCFN,BCFN,NASDAQ,Baron Financials ETF
BCG,BCG,NASDAQ,"Binah Capital Group, Inc. - Common Stock"
BCGWW,BCGWW,NASDAQ,"Binah Capital Group, Inc. - Warrants"
BCIC,BCIC,NASDAQ,BCP Investment Corporation - Closed End Fund
BCLO,BCLO,NASDAQ,iShares BBB-B CLO Active ETF
BCML,BCML,NASDAQ,BayCom Corp - Common Stock
BCPC,BCPC,NASDAQ,Balchem Corporation - Common Stock
BCRX,BCRX,NASDAQ,"BioCryst Pharmaceuticals, Inc. - Common Stock"
BCTK,BCTK,NASDAQ,Baron Technology ETF
BCTX,BCTX,NASDAQ,BriaCell Therapeutics Corp. - Common Shares
BCTXW,BCTXW,NASDAQ,BriaCell Therapeutics Corp. - Warrant
BCTXZ,BCTXZ,NASDAQ,BriaCell Therapeutics Corp. - Warrant
BCYC,BCYC,NASDAQ,Bicycle Therapeutics plc - American Depositary Shares
BDCI,BDCI,NASDAQ,BTC Development Corp. - Class A Ordinary Shares
BDCIU,BDCIU,NASDAQ,BTC Development Corp. - Unit
BDCIW,BDCIW,NASDAQ,BTC Development Corp. - Warrant
BDGS,BDGS,NASDAQ,Bridges Capital Tactical ETF
BDMD,BDMD,NASDAQ,Baird Medical Investment Holdings Ltd - Ordinary Share
BDMDW,BDMDW,NASDAQ,Baird Medical Investment Holdings Ltd - Warrant
BDRX,BDRX,NASDAQ,Biodexa Pharmaceuticals plc - American Depositary Shares
BDSX,BDSX,NASDAQ,"Biodesix, Inc. - Common Stock"
BDTX,BDTX,NASDAQ,"Black Diamond Therapeutics, Inc. - Common Stock"
BDVL,BDVL,NASDAQ,iShares Disciplined Volatility Equity Active ETF
BDYN,BDYN,NASDAQ,iShares Dynamic Equity Active ETF
BEAG,BEAG,NASDAQ,Bold Eagle Acquisition Corp. - Class A Ordinary Shares
BEAGR,BEAGR,NASDAQ,Bold Eagle Acquisition Corp. - Right
BEAGU,BEAGU,NASDAQ,Bold Eagle Acquisition Corp. - Units
BEAM,BEAM,NASDAQ,Beam Therapeutics Inc. - Common Stock
BEAT,BEAT,NASDAQ,"Heartbeam, Inc. - Common Stock"
BEATW,BEATW,NASDAQ,"Heartbeam, Inc. - Warrant"
BEDY,BEDY,NASDAQ,BNY Mellon Enhanced Dividend and Income ETF
BEEM,BEEM,NASDAQ,Beam Global - Common Stock
BEEP,BEEP,NASDAQ,Mobile Infrastructure Corporation - Common Stock
BEEX,BEEX,NASDAQ,The Beehive ETF
BEEZ,BEEZ,NASDAQ,Honeytree U.S. Equity ETF
BEG,BEG,NASDAQ,Leverage Shares 2x Long BE Daily ETF
BELFA,BELFA,NASDAQ,Bel Fuse Inc. - Class A Common Stock
BELFB,BELFB,NASDAQ,Bel Fuse Inc. - Class B Common Stock
BELT,BELT,NASDAQ,iShares U.S. Select Equity Active ETF
BENF,BENF,NASDAQ,Beneficient - Class A Common Stock
BENFW,BENFW,NASDAQ,Beneficient - Warrant
BETR,BETR,NASDAQ,Better Home & Finance Holding Company - Class A Common Stock
BETRW,BETRW,NASDAQ,Better Home & Finance Holding Company - Warrant
BFC,BFC,NASDAQ,Bank First Corporation - Common Stock
BFIN,BFIN,NASDAQ,BankFinancial Corporation - Common Stock
BFRG,BFRG,NASDAQ,"Bullfrog AI Holdings, Inc. - Common Stock"
BFRGW,BFRGW,NASDAQ,"Bullfrog AI Holdings, Inc. - Warrants"
BFRI,BFRI,NASDAQ,Biofrontera Inc. - Common Stock
BFRIW,BFRIW,NASDAQ,Biofrontera Inc. - Warrants
BFST,BFST,NASDAQ,"Business First Bancshares, Inc. - Common Stock"
BGC,BGC,NASDAQ,"BGC Group, Inc. - Class A Common Stock"
BGIN,BGIN,NASDAQ,Bgin Blockchain Limited - Class A Ordinary Shares
BGL,BGL,NASDAQ,Blue Gold Limited - Class A ordinary shares
BGLC,BGLC,NASDAQ,BioNexus Gene Lab Corp - Common stock
BGLWW,BGLWW,NASDAQ,Blue Gold Limited - Warrant
BGM,BGM,NASDAQ,BGM Group Ltd. - Class A Ordinary Shares
BGMS,BGMS,NASDAQ,"Bio Green Med Solution, Inc. - Common Stock"
BGMSP,BGMSP,NASDAQ,"Bio Green Med Solution, Inc. - 6% Convertible Preferred Stock"
BGRN,BGRN,NASDAQ,iShares USD Green Bond ETF
BGRO,BGRO,NASDAQ,iShares Large Cap Growth Active ETF
BHAT,BHAT,NASDAQ,Blue Hat Interactive Entertainment Technology - Ordinary Shares
BHF,BHF,NASDAQ,"Brighthouse Financial, Inc. - Common Stock"
BHFAL,BHFAL,NASDAQ,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058"
BHFAM,BHFAM,NASDAQ,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D"
BHFAN,BHFAN,NASDAQ,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C"
BHFAO,BHFAO,NASDAQ,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B"
BHFAP,BHFAP,NASDAQ,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A"
BHRB,BHRB,NASDAQ,Burke & Herbert Financial Services Corp. - Common Stock
BHST,BHST,NASDAQ,BioHarvest Sciences Inc. - Common Stock
BIAF,BIAF,NASDAQ,"bioAffinity Technologies, Inc. - Common Stock"
BIAFW,BIAFW,NASDAQ,"bioAffinity Technologies, Inc. - Warrant"
BIB,BIB,NASDAQ,ProShares Ultra Nasdaq Biotechnology
BIDG,BIDG,NASDAQ,Leverage Shares 2X Long BIDU Daily ETF
BIDU,BIDU,NASDAQ,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share"
BIIB,BIIB,NASDAQ,Biogen Inc. - Common Stock
BILI,BILI,NASDAQ,Bilibili Inc. - American Depositary Shares
BIOA,BIOA,NASDAQ,"BioAge Labs, Inc. - Common Stock"
BIOX,BIOX,NASDAQ,Bioceres Crop Solutions Corp. - Ordinary Shares
BIRD,BIRD,NASDAQ,"Allbirds, Inc. - Class A Common Stock"
BIS,BIS,NASDAQ,ProShares UltraShort Nasdaq Biotechnology
BITF,BITF,NASDAQ,Bitfarms Ltd. - Common Stock
BITS,BITS,NASDAQ,Global X Blockchain & Bitcoin Strategy ETF
BIVI,BIVI,NASDAQ,BioVie Inc. - Common stock
BIVIW,BIVIW,NASDAQ,BioVie Inc. - Warrant
BIXI,BIXI,NASDAQ,Bitcoin Infrastructure Acquisition Corp Ltd. - Class A Ordinary Shares
BIXIU,BIXIU,NASDAQ,Bitcoin Infrastructure Acquisition Corp Ltd. - Units
BIXIW,BIXIW,NASDAQ,Bitcoin Infrastructure Acquisition Corp Ltd. - Warrants
BIYA,BIYA,NASDAQ,Baiya International Group Inc.  - Ordinary Shares
BJDX,BJDX,NASDAQ,"Bluejay Diagnostics, Inc. - Common Stock"
BJK,BJK,NASDAQ,VanEck Gaming ETF
BJRI,BJRI,NASDAQ,"BJ's Restaurants, Inc. - Common Stock"
BKCH,BKCH,NASDAQ,Global X Blockchain ETF
BKHA,BKHA,NASDAQ,Black Hawk Acquisition Corporation - Class A Ordinary Shares
BKHAR,BKHAR,NASDAQ,Black Hawk Acquisition Corporation - Rights
BKHAU,BKHAU,NASDAQ,Black Hawk Acquisition Corporation - Units
BKNG,BKNG,NASDAQ,Booking Holdings Inc. - Common Stock
BKR,BKR,NASDAQ,Baker Hughes Company - Common Stock
BKYI,BKYI,NASDAQ,"BIO-key International, Inc. - Common Stock"
BL,BL,NASDAQ,"BlackLine, Inc. - Common Stock"
BLBD,BLBD,NASDAQ,Blue Bird Corporation - Common Stock
BLBX,BLBX,NASDAQ,Blackboxstocks Inc. - Common Stock
BLCN,BLCN,NASDAQ,Siren Nasdaq NexGen Economy ETF
BLCR,BLCR,NASDAQ,iShares Large Cap Core Active ETF
BLDP,BLDP,NASDAQ,"Ballard Power Systems, Inc. - Common Shares"
BLFS,BLFS,NASDAQ,"BioLife Solutions, Inc. - Common Stock"
BLFY,BLFY,NASDAQ,Blue Foundry Bancorp - Common Stock
BLIN,BLIN,NASDAQ,"Bridgeline Digital, Inc. - Common Stock"
BLIV,BLIV,NASDAQ,BeLive Holdings - ordinary shares
BLKB,BLKB,NASDAQ,"Blackbaud, Inc. - Common Stock"
BLLN,BLLN,NASDAQ,"BillionToOne, Inc. - Class A common stock"
BLMN,BLMN,NASDAQ,"Bloomin' Brands, Inc. - Common Stock"
BLNE,BLNE,NASDAQ,"Beeline Holdings, Inc. - Common Stock"
BLNK,BLNK,NASDAQ,Blink Charging Co. - Common Stock
BLRKU,BLRKU,NASDAQ,Bluerock Acquisition Corp. - Units
BLRX,BLRX,NASDAQ,BioLineRx Ltd. - American Depositary Shares
BLSG,BLSG,NASDAQ,Leverage Shares 2X Long BLSH Daily ETF
BLTE,BLTE,NASDAQ,"Belite Bio, Inc - American Depositary Shares"
BLUW,BLUW,NASDAQ,Blue Water Acquisition Corp. III - Class A Ordinary Shares
BLUWU,BLUWU,NASDAQ,Blue Water Acquisition Corp. III - Unit.
BLUWW,BLUWW,NASDAQ,Blue Water Acquisition Corp. III - Warrant.
BLZE,BLZE,NASDAQ,"Backblaze, Inc. - Common Stock"
BLZR,BLZR,NASDAQ,Trailblazer Acquisition Corp. - Class A Ordinary Shares
BLZRU,BLZRU,NASDAQ,Trailblazer Acquisition Corp. - Unit
BLZRW,BLZRW,NASDAQ,Trailblazer Acquisition Corp. - Warrant
BMAX,BMAX,NASDAQ,REX Bitcoin Corporate Treasury Convertible Bond ETF
BMBL,BMBL,NASDAQ,Bumble Inc. - common stock
BMDL,BMDL,NASDAQ,VictoryShares WestEnd Economic Cycle Bond ETF
BMEA,BMEA,NASDAQ,"Biomea Fusion, Inc. - Common Stock"
BMGL,BMGL,NASDAQ,Basel Medical Group Ltd - ordinary shares
BMHL,BMHL,NASDAQ,Bluemount Holdings Limited - Class B Ordinary Shares
BMNG,BMNG,NASDAQ,Leverage Shares 2X Long BMNR Daily ETF
BMR,BMR,NASDAQ,Beamr Imaging Ltd. - Ordinary Share
BMRA,BMRA,NASDAQ,"Biomerica, Inc. - Common Stock"
BMRC,BMRC,NASDAQ,Bank of Marin Bancorp - Common Stock
BMRN,BMRN,NASDAQ,BioMarin Pharmaceutical Inc. - Common Stock
BNAI,BNAI,NASDAQ,Brand Engagement Network Inc. - Common Stock
BNAIW,BNAIW,NASDAQ,Brand Engagement Network Inc. - Warrant
BNBX,BNBX,NASDAQ,BNB Plus Corp. - Common Stock
BNC,BNC,NASDAQ,CEA Industries Inc. - Common Stock
BNCWW,BNCWW,NASDAQ,CEA Industries Inc. - Warrant
BND,BND,NASDAQ,Vanguard Total Bond Market ETF
BNDP,BNDP,NASDAQ,Vanguard Core-Plus Bond Index ETF
BNDW,BNDW,NASDAQ,Vanguard Total World Bond ETF
BNDX,BNDX,NASDAQ,Vanguard Total International Bond ETF
BNGO,BNGO,NASDAQ,"Bionano Genomics, Inc. - Common Stock"
BNKK,BNKK,NASDAQ,"Bonk, Inc. - Common Stock"
BNR,BNR,NASDAQ,Burning Rock Biotech Limited - American Depositary Shares
BNRG,BNRG,NASDAQ,Brenmiller Energy Ltd - Ordinary Shares
BNTC,BNTC,NASDAQ,Benitec Biopharma Inc. - Common Stock
BNTX,BNTX,NASDAQ,BioNTech SE - American Depositary Shares
BNZI,BNZI,NASDAQ,"Banzai International, Inc. - Class A Common Stock"
BNZIW,BNZIW,NASDAQ,"Banzai International, Inc. - Warrant"
BODI,BODI,NASDAQ,"The Beachbody Company, Inc. - Class A Common Stock"
BOED,BOED,NASDAQ,Direxion Daily BA Bear 1X Shares
BOEG,BOEG,NASDAQ,Leverage Shares 2X Long BA Daily ETF
BOEU,BOEU,NASDAQ,Direxion Daily BA Bull 2X Shares
BOF,BOF,NASDAQ,BranchOut Food Inc. - Common Stock
BOKF,BOKF,NASDAQ,BOK Financial Corporation - Common Stock
BOLD,BOLD,NASDAQ,"Boundless Bio, Inc. - Common Stock"
BOLT,BOLT,NASDAQ,"Bolt Biotherapeutics, Inc. - Common Stock"
BON,BON,NASDAQ,Bon Natural Life Limited - Class A Ordinary Shares
BOOM,BOOM,NASDAQ,DMC Global Inc. - Common Stock
BOSC,BOSC,NASDAQ,B.O.S. Better Online Solutions - Ordinary Shares
BOTJ,BOTJ,NASDAQ,"Bank of the James Financial Group, Inc. - Common Stock"
BOTT,BOTT,NASDAQ,Themes Humanoid Robotics ETF
BOTZ,BOTZ,NASDAQ,Global X Robotics & Artificial Intelligence ETF
BOXL,BOXL,NASDAQ,Boxlight Corporation - Class A Common Stock
BPACU,BPACU,NASDAQ,Blueport Acquisition Ltd - Units
BPOP,BPOP,NASDAQ,"Popular, Inc. - Common Stock"
BPOPM,BPOPM,NASDAQ,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities"
BPRN,BPRN,NASDAQ,"Princeton Bancorp, Inc. - Common Stock"
BPYPM,BPYPM,NASDAQ,"Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1"
BPYPN,BPYPN,NASDAQ,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3"
BPYPO,BPYPO,NASDAQ,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2"
BPYPP,BPYPP,NASDAQ,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units
BRAG,BRAG,NASDAQ,Bragg Gaming Group Inc. - Common Shares
BRBI,BRBI,NASDAQ,BRBI BR Partners S.A. - ADSs
BRCB,BRCB,NASDAQ,"Black Rock Coffee Bar, Inc. - Class A Common Stock"
BREM,BREM,NASDAQ,iShares Emerging Markets Bond Active ETF
BRFH,BRFH,NASDAQ,Barfresh Food Group Inc. - Common Stock
BRHY,BRHY,NASDAQ,iShares High Yield Active ETF
BRID,BRID,NASDAQ,Bridgford Foods Corporation - Common Stock
BRKD,BRKD,NASDAQ,Direxion Daily BRKB Bear 1X Shares
BRKR,BRKR,NASDAQ,Bruker Corporation - Common Stock
BRKRP,BRKRP,NASDAQ,"Bruker Corporation - 6.375% Mandatory Convertible Preferred Stock, Series A"
BRKU,BRKU,NASDAQ,Direxion Daily BRKB Bull 2X Shares
BRLS,BRLS,NASDAQ,Borealis Foods Inc. - Class A Common Shares
BRLSW,BRLSW,NASDAQ,Borealis Foods Inc. - Warrant
BRLT,BRLT,NASDAQ,"Brilliant Earth Group, Inc. - Class A Common Stock"
